Status ID,Customer ID,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Employee Related Cancellation,Product/Service Related Cancellation,Competitor Cancellation,Price Cancellation,Service ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Location ID,State,City,Zip Code
DKFLON1491,2982-VPSGI,1,Churned,Yes,1,67,2120,Competitor,Competitor made better offer,0,0,1,0,BNWDWVQON5152,Yes,1,11,Offer D,Yes,25.67,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,1078.9,0.0,0,282.37,1361.27,Female,64,No,No,Yes,No,0,DEXAJB2546,California,South Pasadena,91030
QKZUZF3699,8199-ZLLSA,1,Churned,Yes,1,91,6255,Competitor,Competitor had better devices,0,0,1,0,LNNEEKXKV2697,No,0,67,Unknown/None,Yes,22.66,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,118.35,7804.15,0.0,0,1518.22,9322.369999999999,Male,53,No,No,No,No,0,WAQKQK4257,California,Tujunga,91042
GSOSMS3919,4625-EWPTF,1,Churned,Yes,1,94,4549,Competitor,Competitor had better devices,0,0,1,0,DJRZLQNQE4383,No,0,8,Offer E,No,0.0,No,Yes,Cable,4,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,30.45,226.45,0.0,0,0.0,226.45,Male,55,No,No,No,No,0,WSSMFR3171,California,Pasadena,91104
OWDXRZ5627,5980-NOPLP,2,Churned,Yes,1,87,5606,Competitor,Competitor offered higher download speeds,0,0,1,0,EMLPHKHCB4744,Yes,4,44,Unknown/None,Yes,11.24,Yes,Yes,Fiber Optic,59,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,4364.1,0.0,0,494.56,4858.660000000001,Female,19,Yes,No,Yes,No,0,UHHDHM5294,California,Pasadena,91105
JJPLZA4575,9874-QLCLH,1,Churned,Yes,1,79,2365,Competitor,Competitor offered more data,0,0,1,0,GNGLMPESJ9242,Yes,1,17,Offer D,Yes,4.91,Yes,Yes,Fiber Optic,15,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.2,1743.5,0.0,0,83.47,1826.97,Female,38,No,No,Yes,No,0,SVHKZO4726,California,Northridge,91324
TDUWFI8855,6000-APYLU,3,Churned,Yes,1,90,3890,Competitor,Competitor offered more data,0,0,1,0,LKCOQJFOC2913,No,0,9,Unknown/None,Yes,20.34,No,Yes,Fiber Optic,7,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.8,713.1,0.0,0,183.06,896.1600000000001,Male,39,No,No,No,No,0,YIDJYT8779,California,Valencia,91355
QOFPRQ9659,0947-IDHRQ,2,Churned,Yes,1,75,3949,Competitor,Competitor made better offer,0,0,1,0,LDBVKRJQZ4231,No,0,7,Unknown/None,Yes,39.21,No,Yes,Fiber Optic,42,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Mailed Check,80.3,526.7,0.0,10,274.47,811.1700000000001,Female,21,Yes,No,No,No,0,VHFHKR2938,California,Woodland Hills,91367
JGLTIS1211,9048-JVYVF,2,Churned,Yes,1,91,3520,Other,Don't know,0,0,0,0,TSJDXRVHB2968,No,0,3,Unknown/None,Yes,35.64,No,Yes,Cable,6,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,191.35,0.0,0,106.92,298.27,Male,48,No,No,No,No,0,BVKECD6574,California,Fallbrook,92028
RIMIVX1839,1902-XBTFB,2,Churned,Yes,1,91,5438,Dissatisfaction,Lack of self-service on Website,0,1,0,0,VTXLRBAOP9916,No,0,22,Offer D,Yes,39.58,No,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,2001.5,0.0,0,870.76,2872.26,Male,39,No,No,No,No,0,VZZTQL5588,California,North Hollywood,91605
RVAZXB1176,2794-XIMMO,2,Churned,Yes,1,91,5650,Price,Lack of affordable download/upload speed,0,0,0,1,OCMVIROAP4222,Yes,1,53,Unknown/None,No,0.0,No,Yes,DSL,13,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,60.45,3184.25,0.0,0,0.0,3184.25,Male,61,No,No,Yes,No,0,JWJRNZ8555,California,Rancho Cucamonga,91737
EUVSHQ2373,8382-SHQEH,1,Churned,Yes,1,85,2656,Price,Long distance charges,0,0,0,1,UNIOQUZOB5187,Yes,1,8,Unknown/None,Yes,29.0,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,764.95,0.0,0,232.0,996.95,Female,58,No,No,Yes,No,0,RLIQLV8549,California,Rancho Cucamonga,91739
NXSVLL8594,2983-ZANRP,1,Churned,Yes,1,90,5799,Competitor,Competitor had better devices,0,0,1,0,KCDQQFNXC1182,Yes,1,2,Unknown/None,Yes,8.5,No,Yes,Fiber Optic,59,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.55,145.4,0.0,0,17.0,162.4,Female,27,Yes,No,Yes,No,0,SGSBVD3356,California,La Puente,91744
BOZUDK1461,7845-URHJN,3,Churned,Yes,1,91,4785,Price,Price too high,0,0,0,1,DZDOXLRPA7172,Yes,1,8,Unknown/None,Yes,11.35,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15,156.25,0.0,0,90.8,247.05,Female,24,Yes,No,Yes,No,0,LZURTH8767,California,Hacienda Heights,91745
LOUDRS5229,3034-ZBEQN,2,Churned,Yes,1,90,5995,Dissatisfaction,Product dissatisfaction,0,1,0,0,XPHZNPRZU5561,Yes,1,48,Unknown/None,No,0.0,No,Yes,DSL,22,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,34.7,1604.5,0.0,0,0.0,1604.5,Female,31,No,No,Yes,No,0,QYSMSM5858,California,La Puente,91746
RWDVFD8955,0302-JOIVN,2,Churned,Yes,1,76,2750,Competitor,Competitor made better offer,0,0,1,0,UIQLHGIHH5333,Yes,1,8,Unknown/None,Yes,16.88,No,Yes,Fiber Optic,6,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,842.9,0.0,0,135.04,977.9399999999999,Female,47,No,No,Yes,No,0,MKCIBM5481,California,San Diego,92109
YFILNJ5295,5366-IJEQJ,1,Churned,Yes,1,86,4115,Other,Don't know,0,0,0,0,PZJRWAMXE1296,No,0,20,Offer D,Yes,5.54,Yes,Yes,Fiber Optic,59,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.7,1761.45,0.0,0,110.8,1872.25,Male,20,Yes,No,No,No,0,DMLLIF4873,California,San Diego,92109
QJVUKZ6572,1981-INRFU,3,Churned,Yes,1,91,5172,Competitor,Competitor made better offer,0,0,1,0,TYGXKBGTN3766,No,0,2,Unknown/None,Yes,8.32,No,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,164.5,0.0,0,16.64,181.14,Female,44,No,No,No,No,0,MWHNNP7822,California,San Diego,92109
WKYACK5674,4971-PUYQO,2,Churned,Yes,1,89,4464,Competitor,Competitor made better offer,0,0,1,0,TATOQPRWP6399,No,0,27,Unknown/None,Yes,11.09,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,94.55,2724.6,0.0,0,299.43,3024.0299999999997,Female,48,No,No,No,No,0,LLVYFS4251,California,San Diego,92109
DVJTON5551,1527-SXDPN,3,Churned,Yes,1,90,4751,Competitor,Competitor made better offer,0,0,1,0,CYQBYNATG1395,Yes,1,52,Unknown/None,Yes,46.59,Yes,Yes,Fiber Optic,26,No,No,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,96.25,4990.25,0.0,120,2422.6800000000003,7532.93,Male,63,No,No,Yes,No,0,MPZFGA8641,California,San Diego,92109
FSRGFW4197,8634-CILSZ,3,Churned,Yes,1,71,6350,Competitor,Competitor made better offer,0,0,1,0,DRCHMPFVT9273,No,0,69,Offer A,Yes,20.44,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.7,7220.35,0.0,0,1410.3600000000001,8630.710000000001,Male,52,No,No,No,No,0,AGQMTH4438,California,San Diego,92109
ZNTXPD6786,6682-QJDGB,1,Churned,Yes,1,65,2810,Competitor,Competitor made better offer,0,0,1,0,JOPNYZZSG8754,No,0,40,Unknown/None,Yes,8.08,No,Yes,DSL,76,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.25,2139.2,0.0,0,323.2,2462.3999999999996,Male,20,Yes,No,No,Yes,1,FNUQAE9226,California,San Diego,92109
ERHRKJ9645,8780-IXSTS,1,Churned,Yes,1,71,5656,Competitor,Competitor made better offer,0,0,1,0,ZKWMBJNOM3764,No,0,6,Unknown/None,Yes,1.15,Yes,Yes,Fiber Optic,3,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,521.3,0.0,0,6.8999999999999995,528.1999999999999,Female,53,No,No,No,No,0,MQAPEK5323,California,San Diego,92109
NHMAEY4842,9530-EHPOH,1,Churned,Yes,1,91,3407,Competitor,Competitor made better offer,0,0,1,0,YXZVXYQIO4532,No,0,11,Offer D,Yes,15.03,Yes,Yes,DSL,13,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,53.75,608.0,0.0,0,165.32999999999998,773.3299999999999,Male,60,No,No,No,No,0,SWNNCU6414,California,San Diego,92109
ASQYZP7741,0345-HKJVM,1,Churned,Yes,1,91,5800,Other,Don't know,0,0,0,0,FCUBYJSGO2552,No,0,6,Unknown/None,Yes,2.6,No,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.3,577.6,0.0,0,15.600000000000001,593.2,Female,43,No,No,No,No,0,VAMEWO3659,California,San Diego,92109
ATDNNJ4365,3049-SOLAY,1,Churned,Yes,1,86,4176,Competitor,Competitor made better offer,0,0,1,0,XCTCDLTSW5255,Yes,5,3,Unknown/None,Yes,23.26,Yes,Yes,Fiber Optic,42,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.2,292.85,0.0,20,69.78,382.63,Female,21,Yes,No,Yes,No,0,TUYQLA2591,California,San Diego,92109
XRKOAB1129,3235-ETOOB,2,Churned,Yes,1,88,3683,Competitor,Competitor made better offer,0,0,1,0,ZAYXBKWOF2188,Yes,1,8,Unknown/None,Yes,47.91,No,Yes,Fiber Optic,23,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,609.9,0.0,0,383.28,993.18,Male,51,No,No,Yes,No,0,MEBESC3792,California,San Diego,92109
WXMITL8261,8058-INTPH,3,Churned,Yes,1,71,2119,Competitor,Competitor made better offer,0,0,1,0,HNCWDPPVB9315,No,0,1,Unknown/None,Yes,22.48,No,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.65,79.65,0.0,0,22.48,102.13000000000001,Female,57,No,No,No,No,0,JRFVIF3685,California,San Diego,92109
OEWQKM5373,8821-XNHVZ,3,Churned,Yes,1,82,2943,Competitor,Competitor made better offer,0,0,1,0,WFOSCIHPP8783,Yes,1,1,Unknown/None,Yes,39.79,No,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.05,80.05,0.0,0,39.79,119.84,Female,53,No,No,Yes,No,0,OVNIWO7924,California,San Diego,92109
RBWJSL7819,2082-OJVTK,1,Churned,Yes,1,91,5292,Competitor,Competitor made better offer,0,0,1,0,EFLFXFHAA6957,Yes,1,29,Unknown/None,Yes,4.0,Yes,Yes,Fiber Optic,48,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,2698.35,0.0,0,116.0,2814.35,Male,25,Yes,No,Yes,No,0,YUDSXB4332,California,San Diego,92109
LAWRGX5497,5940-NFXKV,2,Churned,Yes,1,88,3427,Competitor,Competitor made better offer,0,0,1,0,PPEBZSGOY2678,Yes,1,19,Unknown/None,Yes,14.09,Yes,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.65,1465.75,0.0,130,267.71,1863.46,Male,59,No,No,Yes,No,0,TZEVZQ4117,California,San Diego,92109
JWFOZS3722,8053-WWDRO,3,Churned,Yes,1,67,5579,Competitor,Competitor made better offer,0,0,1,0,PVLORDKER1523,Yes,1,6,Unknown/None,Yes,31.7,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.5,146.3,0.0,0,190.2,336.5,Female,62,No,No,Yes,No,0,FOURZB8955,California,San Diego,92109
NZSBCM7554,9564-KCLHR,1,Churned,Yes,1,94,2180,Competitor,Competitor made better offer,0,0,1,0,SMIKTJLPV2874,No,0,1,Unknown/None,Yes,6.44,No,Yes,DSL,4,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,51.25,51.25,0.0,0,6.44,57.69,Male,58,No,No,No,No,0,ZAJNID4397,California,San Diego,92109
RTQDUJ5287,2082-CEFLT,1,Churned,Yes,1,88,3037,Competitor,Competitor made better offer,0,0,1,0,VPAAUQQJK7978,No,0,1,Offer E,Yes,11.73,No,Yes,DSL,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.6,45.6,0.0,0,11.73,57.33,Male,31,No,No,No,No,0,PQDBVV6298,California,San Diego,92109
NTBIML8419,1213-NGCUN,2,Churned,Yes,1,88,4248,Dissatisfaction,Lack of self-service on Website,0,1,0,0,OJPQGVJWU9916,No,0,6,Offer E,Yes,48.89,No,Yes,DSL,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.65,267.35,0.0,0,293.34000000000003,560.69,Female,49,No,No,No,No,0,MREDFH6157,California,San Diego,92111
CVPCVY8846,5688-KZTSN,1,Churned,Yes,1,73,4672,Competitor,Competitor made better offer,0,0,1,0,BJUHMRUYV6187,Yes,1,15,Unknown/None,Yes,31.14,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.0,288.05,0.0,0,467.1,755.1500000000001,Male,59,No,No,Yes,Yes,3,YKMLZQ4694,California,San Diego,92121
QNPJNL6343,2894-QOJRX,1,Churned,Yes,1,93,5024,Competitor,Competitor had better devices,0,0,1,0,SOMFZTXEO9352,Yes,1,25,Offer C,No,0.0,No,Yes,Cable,82,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.0,853.0,0.0,0,0.0,853.0,Female,19,Yes,No,Yes,No,0,RLKUST9427,California,San Diego,92124
MJQCGL2115,3143-JQEGI,2,Churned,Yes,1,81,3740,Competitor,Competitor made better offer,0,0,1,0,VXKPYYAFZ8475,Yes,1,13,Unknown/None,Yes,17.83,No,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,88.35,1222.8,0.0,0,231.78999999999996,1454.59,Female,52,No,No,Yes,No,0,BDOPQY7194,California,San Diego,92126
KGIUBR3547,6386-SZZKH,2,Churned,Yes,1,92,5785,Competitor,Competitor made better offer,0,0,1,0,YTCGJXYMM2883,Yes,1,49,Unknown/None,Yes,6.45,Yes,Yes,Fiber Optic,10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.95,5293.2,0.0,0,316.05,5609.25,Female,38,No,No,Yes,No,0,WWAXXV3493,California,San Diego,92126
HOWYDI3272,3521-SYVOR,1,Churned,Yes,1,80,5554,Attitude,Attitude of support person,1,0,0,0,LWVLQRVGE9228,No,0,37,Offer C,Yes,3.27,No,Yes,Cable,71,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.75,2345.2,0.0,0,120.99,2466.1899999999996,Female,26,Yes,No,No,No,0,KPGXQN1422,California,San Diego,92126
FVBXLI5926,9526-JAWYF,1,Churned,Yes,1,71,3452,Competitor,Competitor made better offer,0,0,1,0,EOILDUJIZ1486,No,0,26,Offer C,Yes,6.24,No,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.8,2335.3,0.0,0,162.24,2497.54,Male,49,No,No,No,No,0,CBXVZZ6277,California,San Diego,92126
KSCXNM5243,5649-VUKMC,2,Churned,Yes,1,88,3538,Competitor,Competitor made better offer,0,0,1,0,PBKMDIYIU4573,No,0,12,Unknown/None,Yes,34.81,No,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,95.5,1115.15,0.0,0,417.72,1532.8700000000001,Female,61,No,No,No,No,0,RHUOEB4855,California,San Diego,92126
EZXDFX2283,4919-IKATY,1,Churned,Yes,1,91,5141,Competitor,Competitor made better offer,0,0,1,0,ZJAGQPODQ6389,Yes,3,5,Offer E,Yes,36.88,Yes,Yes,Fiber Optic,8,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,453.75,0.0,0,184.4,638.15,Male,64,No,No,Yes,No,0,MUWMAV9561,California,San Diego,92126
PXGDGO7415,9050-QLROH,1,Churned,Yes,1,89,2931,Competitor,Competitor made better offer,0,0,1,0,HOLAJUVVI8462,No,0,18,Unknown/None,Yes,28.59,Yes,Yes,Fiber Optic,26,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.7,1597.25,0.0,0,514.62,2111.87,Male,26,Yes,No,No,No,0,YUWHXV2664,California,San Diego,92126
PICUWP9916,0877-SDMBN,3,Churned,Yes,1,91,6117,Competitor,Competitor made better offer,0,0,1,0,CNXBPGZVF9981,No,0,54,Unknown/None,Yes,43.47,Yes,Yes,Fiber Optic,82,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.95,5639.05,0.0,0,2347.38,7986.43,Female,20,Yes,No,No,No,0,ELQPKW1883,California,San Diego,92126
TQFMRX9453,8065-YKXKD,1,Churned,Yes,1,69,5578,Other,Don't know,0,0,0,0,LNMRFMLRJ4185,No,0,10,Unknown/None,Yes,5.63,Yes,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.75,799.65,0.0,0,56.3,855.9499999999999,Female,39,No,No,No,No,0,GSMOTR2175,California,San Diego,92126
NKLJXR5249,9637-EIHEQ,2,Churned,Yes,1,68,4535,Competitor,Competitor made better offer,0,0,1,0,OHZOGHIEN6762,No,0,1,Unknown/None,Yes,22.82,No,Yes,Cable,27,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,50.8,0.0,0,22.82,73.62,Female,20,Yes,No,No,No,0,SYWVNN4892,California,San Diego,92126
SYLDET4184,9689-PTNPG,1,Churned,Yes,1,80,5055,Competitor,Competitor made better offer,0,0,1,0,ITLFYTOKG9627,No,0,2,Offer E,Yes,39.03,No,Yes,Fiber Optic,30,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.25,144.55,0.0,10,78.06,232.61,Male,42,No,No,No,No,0,VXPXJY6686,California,San Diego,92126
UXDMOF2459,9465-RWMXL,3,Churned,Yes,1,90,5949,Competitor,Competitor made better offer,0,0,1,0,TIOIFCSJW8513,Yes,1,32,Offer C,Yes,22.57,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.9,2447.95,0.0,0,722.24,3170.1899999999996,Male,62,No,No,Yes,No,0,JYIVLH3445,California,San Diego,92126
ISNSOS6113,2362-IBOOY,3,Churned,Yes,1,76,5272,Competitor,Competitor made better offer,0,0,1,0,NJTDJDETO8893,No,0,36,Offer C,Yes,43.97,Yes,Yes,Fiber Optic,42,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,3050.15,0.0,0,1582.92,4633.07,Male,22,Yes,No,No,No,0,OHSLPQ5462,California,San Diego,92126
ZYWTWI7676,0843-WTBXE,1,Churned,Yes,1,90,4753,Other,Don't know,0,0,0,0,GPSWKYJNF6676,No,0,53,Unknown/None,Yes,16.43,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.45,4517.25,0.0,0,870.79,5388.04,Male,38,No,No,No,No,0,OSHZUL3692,California,San Diego,92126
BEFCXS1833,5515-IDEJJ,1,Churned,Yes,1,67,5441,Competitor,Competitor made better offer,0,0,1,0,XRVXPGKHM5769,Yes,4,1,Offer E,Yes,45.77,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.9,19.9,0.0,0,45.77,65.67,Male,46,No,No,Yes,Yes,1,AIIAMM8853,California,San Diego,92126
TOQVDY2588,5376-DEQCP,3,Churned,Yes,1,85,4063,Competitor,Competitor made better offer,0,0,1,0,HDZCIUVHB8857,No,0,1,Unknown/None,Yes,27.12,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.6,70.6,0.0,0,27.12,97.72,Female,48,No,No,No,No,0,TZOXVI4183,California,San Diego,92126
NIGZSH3838,9095-HFAFX,2,Churned,Yes,1,96,3718,Competitor,Competitor made better offer,0,0,1,0,CGHPLALQP1185,No,0,5,Offer E,Yes,20.2,No,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,81.0,389.6,0.0,10,101.0,500.6,Female,61,No,No,No,No,0,TATGOX2685,California,San Diego,92126
IRZFTX8249,2379-ENZGV,2,Churned,Yes,1,72,3420,Competitor,Competitor made better offer,0,0,1,0,ZMUSCWPUZ9578,No,0,6,Offer E,Yes,39.32,No,Yes,Fiber Optic,12,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,523.5,0.0,0,235.92000000000002,759.4200000000001,Male,61,No,No,No,No,0,QDOEVX2985,California,San Diego,92126
EPRHDN8378,2722-VOJQL,1,Churned,Yes,1,91,4870,Other,Don't know,0,0,0,0,GIUIIKXQB7321,No,0,64,Unknown/None,Yes,24.23,Yes,Yes,Fiber Optic,73,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.65,6903.1,0.0,0,1550.72,8453.82,Male,30,No,No,No,No,0,VHAATJ9817,California,San Diego,92126
VOBRNG5214,5228-EXCET,1,Churned,Yes,1,85,5964,Competitor,Competitor made better offer,0,0,1,0,VKHGJXMOE4424,No,0,13,Unknown/None,Yes,12.54,No,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.85,1008.7,0.0,0,163.01999999999998,1171.72,Male,40,No,No,No,No,0,LGMUBW3748,California,San Diego,92126
ZIJYWW6612,7394-FKDNK,2,Churned,Yes,1,91,4971,Competitor,Competitor made better offer,0,0,1,0,BXQIFGDVD9426,Yes,3,9,Offer E,Yes,26.51,No,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.45,853.1,0.0,0,238.59,1091.69,Female,62,No,No,Yes,No,0,ESROVG3963,California,San Diego,92126
GYVHXO2843,6331-LWDTQ,2,Churned,Yes,1,91,2457,Dissatisfaction,Limited range of services,0,1,0,0,XUNUEQVRJ5312,No,0,10,Unknown/None,Yes,33.75,Yes,Yes,DSL,11,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,72.15,794.25,0.0,80,337.5,1211.75,Male,49,No,No,No,No,0,AUUDMX9382,California,Rialto,92377
WRVXUR7276,1597-FZREH,2,Churned,Yes,1,91,3005,Price,Lack of affordable download/upload speed,0,0,0,1,WPNHUZGKG9785,No,0,2,Offer E,Yes,41.64,No,Yes,DSL,25,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,76.4,160.8,0.0,0,83.28,244.08,Female,39,No,No,No,No,0,YMTZGR7656,California,Shoshone,92384
WAFWBJ9236,0727-IWKVK,2,Churned,Yes,1,91,4748,Price,Extra data charges,0,0,0,1,CGITBAFPW7966,No,0,9,Offer E,Yes,19.18,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,741.7,0.0,0,172.62,914.32,Male,35,No,No,Yes,No,0,NMIKZI6682,California,Yermo,92398
JKYZXP8282,3512-IZIKN,1,Churned,Yes,1,85,5591,Dissatisfaction,Product dissatisfaction,0,1,0,0,SNKMUHULI3393,Yes,1,70,Offer A,Yes,42.67,Yes,Yes,DSL,24,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,65.3,4759.75,0.0,0,2986.9,7746.65,Female,57,No,No,Yes,No,0,WSEWSG1361,California,San Bernardino,92404
DLODTZ9761,6141-OOXUQ,2,Churned,Yes,1,69,5717,Dissatisfaction,Service dissatisfaction,1,1,0,0,WISZSVRCH6584,No,0,1,Offer E,Yes,17.25,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.65,19.65,0.0,0,17.25,36.9,Male,43,No,No,No,No,0,WPXPST8241,California,San Bernardino,92411
CDQQPI2335,7503-ZGUZJ,1,Churned,Yes,1,79,4261,Dissatisfaction,Lack of self-service on Website,0,1,0,0,VHSMZFBYV7815,No,0,1,Unknown/None,Yes,22.3,Yes,Yes,Fiber Optic,51,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,84.65,84.65,0.0,40,22.3,146.95000000000002,Male,25,Yes,No,No,No,0,DMBRFP1813,California,Riverside,92505
TROSTT7692,8718-PTMEZ,2,Churned,Yes,1,90,5131,Other,Don't know,0,0,0,0,RQGOSWFOD5679,No,0,13,Unknown/None,No,0.0,No,Yes,Cable,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.05,347.25,0.0,0,0.0,347.25,Female,46,No,No,No,No,0,GYGNOF2512,California,Lake Elsinore,92530
AMSAMU6174,2207-OBZNX,1,Churned,Yes,1,90,3736,Attitude,Attitude of service provider,1,0,0,0,ALKCTJHLW2782,No,0,7,Unknown/None,Yes,34.49,No,Yes,Cable,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,51.0,354.05,0.0,0,241.43,595.48,Male,56,No,No,No,No,0,MFJBJC1877,California,Aguanga,92536
